date,retail_and_recreation_percent_change_from_baseline_Argentina,grocery_and_pharmacy_percent_change_from_baseline_Argentina,parks_percent_change_from_baseline_Argentina,transit_stations_percent_change_from_baseline_Argentina,workplaces_percent_change_from_baseline_Argentina,residential_percent_change_from_baseline_Argentina
2020-03-30,-76.71111111111111,-51.85,-74.69806094182826,-80.03658536585365,-58.734177215189874,27.684491978609625
2020-03-31,-80.83150183150182,-59.68560606060606,-78.80635838150289,-82.33116883116882,-66.485,29.522727272727273
2020-04-01,-73.62989323843416,-46.49657534246575,-72.23351648351648,-76.64285714285714,-54.50757575757576,26.208333333333332
2020-04-02,-74.34035087719299,-46.75767918088737,-73.11924119241192,-76.9364161849711,-55.19143576826197,27.683673469387756
2020-04-03,-71.78571428571429,-41.43564356435643,-69.96614583333333,-74.7989417989418,-51.08629441624365,29.17766497461929
2020-04-04,-72.38870431893687,-40.88380281690141,-72.52207792207793,-75.63276836158192,-46.64887640449438,26.6045197740113
2020-04-05,-79.68093385214007,-55.49246231155779,-80.25277777777778,-80.27564102564102,-48.015527950310556,26.204225352112676
2020-04-06,-68.78339350180505,-40.15614617940199,-67.64324324324325,-73.28421052631579,-48.77979274611399,24.68472906403941
2020-04-07,-79.58565737051792,-31.57239057239057,-62.25797872340426,-68.25396825396825,-48.20984455958549,23.87317073170732
2020-04-08,-78.81818181818181,-29.301324503311257,-60.53243243243243,-67.38541666666667,-46.96938775510204,23.048076923076923
2020-04-09,-80.49003984063745,-30.51851851851852,-65.78249336870026,-70.5421052631579,-53.3073047858942,25.683417085427134
2020-04-10,-89.45081967213115,-61.8978102189781,-79.02234636871508,-81.92857142857143,-67.38403990024938,34.506024096385545
2020-04-11,-82.76315789473684,-35.30103806228374,-72.07532467532468,-73.45454545454545,-45.18156424581006,26.303370786516854
2020-04-12,-86.58482142857143,-54.024875621890544,-80.58217270194986,-79.2,-45.328173374613,25.63448275862069
2020-04-13,-80.68548387096774,-40.572390572390574,-64.88493150684931,-71.13020833333333,-44.248704663212436,24.014492753623188
2020-04-14,-78.54581673306772,-33.65993265993266,-61.851063829787236,-67.12765957446808,-42.950520833333336,22.985915492957748
2020-04-15,-78.61111111111111,-32.932432432432435,-62.535135135135135,-66.25641025641026,-42.074742268041234,22.706976744186047
2020-04-16,-81.09128630705395,-31.6158940397351,-87.1,-66.36363636363636,-42.80719794344473,24.02314814814815
2020-04-17,-81.3170731707317,-31.476973684210527,-88.28571428571429,-67.46341463414635,-41.462724935732645,26.391509433962263
2020-04-18,-84.02822580645162,-34.00344827586207,-90.51748251748252,-71.12041884816755,-38.87921348314607,25.12972972972973
2020-04-19,-88.3798076923077,-53.757425742574256,-93.06360424028269,-78.36708860759494,-44.75617283950617,25.5
2020-04-20,-80.91452991452991,-34.776666666666664,-86.72030651340997,-67.185,-38.66315789473684,22.36986301369863
2020-04-21,-80.63404255319149,-32.56375838926174,-86.94402985074628,-65.9748743718593,-39.23376623376623,21.995412844036696
2020-04-22,-80.5,-32.18791946308725,-86.26691729323308,-64.92424242424242,-38.47792207792208,21.644444444444446
2020-04-23,-81.1297071129707,-33.0957095709571,-87.23791821561338,-66.49,-38.724675324675324,22.869955156950674
2020-04-24,-81.75,-33.8943894389439,-88.21223021582733,-68.11616161616162,-38.10077519379845,25.317757009345794
2020-04-25,-84.36546184738955,-36.46153846153846,-90.90070921985816,-72.68852459016394,-37.264788732394365,24.724324324324325
2020-04-26,-88.14832535885168,-53.220588235294116,-93.30249110320284,-78.72368421052632,-43.94135802469136,25.131944444444443
2020-04-27,-82.0952380952381,-39.236486486486484,-88.10629921259843,-69.17525773195877,-37.039370078740156,22.45662100456621
2020-04-28,-81.61111111111111,-37.5,-87.86486486486487,-69.28061224489795,-37.37859007832898,21.62272727272727
2020-04-29,-77.43032786885246,-26.163333333333334,-85.39622641509433,-63.0,-33.37795275590551,20.124463519313306
2020-04-30,-73.0,-18.033112582781456,-85.01805054151625,-62.08780487804878,-33.503937007874015,19.832618025751074
2020-05-01,-88.92796610169492,-68.84946236559139,-91.43494423791822,-79.6923076923077,-62.9175,31.71978021978022
2020-05-02,-77.7824427480916,-25.030508474576273,-89.44250871080139,-68.05699481865285,-32.72112676056338,22.857894736842105
2020-05-03,-85.30841121495327,-48.28292682926829,-92.15901060070671,-76.55696202531645,-39.34905660377358,23.834437086092716
