date,retail_and_recreation_percent_change_from_baseline_Guatemala,grocery_and_pharmacy_percent_change_from_baseline_Guatemala,parks_percent_change_from_baseline_Guatemala,transit_stations_percent_change_from_baseline_Guatemala,workplaces_percent_change_from_baseline_Guatemala,residential_percent_change_from_baseline_Guatemala
2022-01-25,12.422222222222222,24.055555555555557,-5.986666666666666,-21.444444444444443,1.471698113207547,9.22
2022-01-26,19.09090909090909,27.473684210526315,-2.3636363636363638,-4.814814814814815,5.773584905660377,8.431372549019608
2022-01-27,23.045454545454547,33.513513513513516,0.1038961038961039,3.1923076923076925,5.6826923076923075,7.921568627450981
2022-01-28,21.813953488372093,32.078947368421055,0.34615384615384615,-3.2962962962962963,11.287128712871286,7.530612244897959
2022-01-29,20.28,29.414634146341463,-2.7738095238095237,4.161290322580645,18.414634146341463,5.538461538461538
2022-01-30,22.09090909090909,25.714285714285715,5.156626506024097,-0.2222222222222222,12.507246376811594,3.933333333333333
2022-01-31,25.204545454545453,37.729729729729726,0.5068493150684932,-3.8518518518518516,9.160377358490566,7.254901960784314
2022-02-01,27.790697674418606,41.888888888888886,1.0273972602739727,-2.1923076923076925,8.184466019417476,7.196078431372549
2022-02-02,25.386363636363637,37.07692307692308,0.72,-1.6153846153846154,7.914285714285715,7.686274509803922
2022-02-03,25.84090909090909,40.486486486486484,0.9466666666666667,3.04,7.8076923076923075,7.8431372549019605
2022-02-04,22.511627906976745,36.31578947368421,0.7402597402597403,-4.444444444444445,11.98,7.428571428571429
2022-02-05,21.354166666666668,30.26829268292683,-1.4939759036144578,4.580645161290323,17.289156626506024,5.82051282051282
2022-02-06,20.195652173913043,25.47222222222222,5.506024096385542,0.6153846153846154,11.814285714285715,5.0
2022-02-07,21.045454545454547,30.897435897435898,-2.472972972972973,-4.7407407407407405,9.556603773584905,7.705882352941177
2022-02-08,21.0,31.2972972972973,-4.905405405405405,-7.8076923076923075,7.6380952380952385,8.02
2022-02-09,21.477272727272727,30.923076923076923,-2.9740259740259742,-6.576923076923077,7.6380952380952385,8.137254901960784
2022-02-10,25.0,37.054054054054056,0.02666666666666667,0.38461538461538464,6.634615384615385,8.16
2022-02-11,20.74418604651163,32.94736842105263,-1.1794871794871795,-6.0,11.55,7.612244897959184
2022-02-12,22.142857142857142,30.69047619047619,1.3614457831325302,3.2413793103448274,16.878048780487806,5.17948717948718
2022-02-13,20.32608695652174,24.2,3.9518072289156625,-3.3461538461538463,10.971830985915492,4.896551724137931
2022-02-14,39.23255813953488,38.39473684210526,6.698630136986301,-1.1481481481481481,11.169811320754716,5.2745098039215685
2022-02-15,25.372093023255815,37.189189189189186,-1.8904109589041096,-5.384615384615385,9.942857142857143,6.5
2022-02-16,23.363636363636363,35.68421052631579,-0.32051282051282054,-2.6,10.019047619047619,7.04
2022-02-17,24.818181818181817,38.810810810810814,1.1710526315789473,-0.6538461538461539,10.423076923076923,6.549019607843137
