date,retail_and_recreation_percent_change_from_baseline_Mexico,grocery_and_pharmacy_percent_change_from_baseline_Mexico,parks_percent_change_from_baseline_Mexico,transit_stations_percent_change_from_baseline_Mexico,workplaces_percent_change_from_baseline_Mexico,residential_percent_change_from_baseline_Mexico
2021-12-13,16.12121212121212,41.696969696969695,-4.121212121212121,16.454545454545453,8.515151515151516,1.7575757575757576
2021-12-14,20.78787878787879,43.27272727272727,-2.3333333333333335,21.0,5.575757575757576,1.9393939393939394
2021-12-15,38.45454545454545,53.333333333333336,1.878787878787879,28.060606060606062,6.0,0.15151515151515152
2021-12-16,34.515151515151516,52.09090909090909,2.090909090909091,28.12121212121212,4.606060606060606,0.3939393939393939
2021-12-17,24.21212121212121,48.15151515151515,-0.5757575757575758,27.40625,7.7272727272727275,0.7575757575757576
2021-12-18,23.272727272727273,47.0,2.3333333333333335,43.5,25.96969696969697,-3.1818181818181817
2021-12-19,30.181818181818183,44.90909090909091,-0.6363636363636364,42.78125,35.15151515151515,-2.696969696969697
2021-12-20,34.06060606060606,52.45454545454545,3.303030303030303,32.18181818181818,-4.515151515151516,1.6363636363636365
2021-12-21,37.03030303030303,54.15151515151515,6.121212121212121,37.666666666666664,-8.363636363636363,1.9393939393939394
2021-12-22,41.78787878787879,63.75757575757576,9.606060606060606,47.27272727272727,-9.333333333333334,1.1818181818181819
2021-12-23,46.57575757575758,78.96969696969697,13.878787878787879,58.06060606060606,-12.727272727272727,0.5757575757575758
2021-12-24,11.727272727272727,74.75757575757575,-2.5454545454545454,18.65625,-26.90909090909091,3.878787878787879
2021-12-25,-36.84848484848485,-7.2727272727272725,-18.09090909090909,-21.34375,-48.18181818181818,5.454545454545454
2021-12-26,14.909090909090908,30.727272727272727,4.03030303030303,44.4375,21.757575757575758,-0.2727272727272727
2021-12-27,21.12121212121212,41.57575757575758,6.606060606060606,32.666666666666664,-17.515151515151516,5.454545454545454
2021-12-28,24.21212121212121,42.666666666666664,9.696969696969697,33.09090909090909,-19.151515151515152,5.696969696969697
2021-12-29,28.727272727272727,51.36363636363637,11.303030303030303,38.72727272727273,-19.09090909090909,5.2727272727272725
2021-12-30,35.78787878787879,68.48484848484848,15.757575757575758,47.09090909090909,-20.181818181818183,4.0606060606060606
2021-12-31,7.2727272727272725,72.60606060606061,0.8787878787878788,14.59375,-28.78787878787879,5.787878787878788
2022-01-01,-37.42424242424242,-8.424242424242424,-13.93939393939394,-18.59375,-50.45454545454545,6.181818181818182
2022-01-02,9.151515151515152,32.81818181818182,-4.181818181818182,57.25,18.818181818181817,0.7575757575757576
2022-01-03,12.090909090909092,43.63636363636363,-7.636363636363637,35.45454545454545,-5.545454545454546,5.696969696969697
2022-01-04,13.121212121212121,42.90909090909091,-4.242424242424242,26.90909090909091,-4.818181818181818,5.96969696969697
2022-01-05,18.303030303030305,53.84848484848485,3.4242424242424243,23.545454545454547,-2.787878787878788,4.909090909090909
2022-01-06,10.393939393939394,43.09090909090909,-7.03030303030303,9.484848484848484,-5.909090909090909,6.0
2022-01-07,-0.30303030303030304,34.36363636363637,-15.484848484848484,1.40625,1.3333333333333333,8.121212121212121
2022-01-08,-0.9696969696969697,32.57575757575758,-15.757575757575758,6.03125,22.09090909090909,5.333333333333333
2022-01-09,-0.18181818181818182,29.96969696969697,-15.0,6.0625,27.484848484848484,4.424242424242424
2022-01-10,-0.030303030303030304,34.45454545454545,-17.90909090909091,2.757575757575758,-0.6060606060606061,7.2727272727272725
2022-01-11,-0.7878787878787878,30.363636363636363,-17.666666666666668,1.121212121212121,-5.242424242424242,8.363636363636363
2022-01-12,0.7575757575757576,32.36363636363637,-15.878787878787879,0.9696969696969697,-6.818181818181818,8.878787878787879
2022-01-13,0.9393939393939394,32.484848484848484,-16.90909090909091,-0.696969696969697,-7.878787878787879,9.242424242424242
2022-01-14,-0.5757575757575758,34.878787878787875,-16.727272727272727,-3.6875,-1.0909090909090908,9.363636363636363
2022-01-15,-0.30303030303030304,34.63636363636363,-17.87878787878788,-0.59375,20.333333333333332,6.212121212121212
2022-01-16,-1.1515151515151516,29.12121212121212,-18.848484848484848,-2.125,24.303030303030305,5.636363636363637
2022-01-17,2.4545454545454546,35.878787878787875,-14.272727272727273,-1.121212121212121,-3.1515151515151514,8.06060606060606
2022-01-18,3.090909090909091,31.757575757575758,-13.848484848484848,-0.18181818181818182,-7.0606060606060606,8.727272727272727
2022-01-19,4.303030303030303,32.878787878787875,-14.484848484848484,-0.9393939393939394,-7.0,9.151515151515152
2022-01-20,2.212121212121212,30.757575757575758,-18.0,-3.0606060606060606,-7.303030303030303,9.757575757575758
2022-01-21,-4.121212121212121,27.454545454545453,-22.848484848484848,-8.03125,-1.696969696969697,10.969696969696969
2022-01-22,-2.909090909090909,28.09090909090909,-21.545454545454547,-6.25,19.424242424242426,7.2727272727272725
2022-01-23,-2.0303030303030303,25.09090909090909,-18.757575757575758,-7.0625,24.87878787878788,6.0606060606060606
2022-01-24,0.5151515151515151,30.151515151515152,-16.78787878787879,-4.242424242424242,-1.2424242424242424,8.484848484848484
2022-01-25,2.484848484848485,28.818181818181817,-13.787878787878787,-2.1818181818181817,-4.636363636363637,8.424242424242424
2022-01-26,2.4545454545454546,29.303030303030305,-16.03030303030303,-1.8181818181818181,-4.303030303030303,8.787878787878787
2022-01-27,3.090909090909091,29.424242424242426,-16.272727272727273,-1.9393939393939394,-3.6363636363636362,8.696969696969697
2022-01-28,0.5454545454545454,30.666666666666668,-19.454545454545453,-4.3125,2.515151515151515,9.030303030303031
2022-01-29,2.8484848484848486,33.878787878787875,-16.181818181818183,-0.6875,23.78787878787879,5.0606060606060606
2022-01-30,4.242424242424242,32.15151515151515,-11.181818181818182,0.75,30.272727272727273,3.757575757575758
2022-01-31,8.606060606060606,39.24242424242424,-9.848484848484848,2.878787878787879,4.212121212121212,5.9393939393939394
2022-02-01,9.696969696969697,38.93939393939394,-8.424242424242424,5.484848484848484,0.6363636363636364,6.2727272727272725
2022-02-02,8.363636363636363,37.45454545454545,-8.090909090909092,3.6363636363636362,1.696969696969697,5.909090909090909
2022-02-03,6.181818181818182,33.333333333333336,-14.606060606060606,2.4242424242424243,0.6060606060606061,7.121212121212121
2022-02-04,1.3636363636363635,31.939393939393938,-18.727272727272727,2.46875,6.333333333333333,7.7272727272727275
2022-02-05,3.787878787878788,33.45454545454545,-14.606060606060606,6.875,24.12121212121212,4.424242424242424
2022-02-06,6.666666666666667,29.818181818181817,-5.666666666666667,-2.25,29.242424242424242,2.9696969696969697
2022-02-07,4.9393939393939394,32.45454545454545,-11.909090909090908,-0.7575757575757576,-40.78787878787879,13.666666666666666
2022-02-08,5.121212121212121,30.96969696969697,-14.424242424242424,9.606060606060606,1.878787878787879,5.7272727272727275
2022-02-09,8.0,33.484848484848484,-10.666666666666666,5.484848484848484,3.0303030303030303,5.7272727272727275
2022-02-10,8.575757575757576,33.75757575757576,-10.0,6.0,2.9393939393939394,5.909090909090909
2022-02-11,6.363636363636363,35.15151515151515,-9.787878787878787,5.4375,10.333333333333334,5.454545454545454
2022-02-12,9.0,37.45454545454545,-8.030303030303031,8.09375,28.87878787878788,3.0303030303030303
2022-02-13,9.272727272727273,39.60606060606061,-9.181818181818182,7.21875,34.90909090909091,2.484848484848485
2022-02-14,29.03030303030303,48.21212121212121,5.363636363636363,12.06060606060606,10.878787878787879,1.9090909090909092
2022-02-15,14.969696969696969,40.36363636363637,-4.393939393939394,11.969696969696969,6.454545454545454,3.3636363636363638
2022-02-16,14.515151515151516,41.06060606060606,-4.696969696969697,12.484848484848484,7.242424242424242,3.787878787878788
2022-02-17,12.878787878787879,38.60606060606061,-4.636363636363637,10.393939393939394,7.303030303030303,3.9393939393939394
2022-02-18,8.818181818181818,36.72727272727273,-7.393939393939394,9.0625,14.242424242424242,3.909090909090909
2022-02-19,10.090909090909092,37.696969696969695,-5.0606060606060606,9.5625,29.848484848484848,2.0
2022-02-20,11.424242424242424,36.81818181818182,-0.2727272727272727,12.125,35.24242424242424,1.2727272727272727
